http://linkedgeodata.org/ontology/opening_hours	
"n_so"	"o"
1	"Mo-We 10:00-01:00, Th-Su 00:00-24:00"
1	"Mo-Fr 09:00-24:00; Sa 09:00-24:00; Su 10:00-23:00"
1	"Mo-Th 09:00-24:00; Fr 09:00-02:00; Sa 09:00-02:00; Su 10:00-24:00"
1	"Mo-Sa 11:05-15:00"
1	"Mo-Sa 11:00-15:00,18:00-21:00"
1	"Tu-Fr 11:00-14:00,17:00-22:00; Sa,Su 11:00-22:00"
1	"Mo-Th 11:00-21:00; Fr,Sa 11:00-23:00; Su off"
1	"Mo-Th 11:00-21:00; Fr,Sa 11:00-22:00; Su 12:00-21:00"
1	"Mo-Sa 09:00-21:00, Su 11:00-21:00"
1	"Su-Th 11:30-23:00; Fr-Sa 11:30-00:00"
1	"Mo- Fr 07:00-20:00; Sa, Su, PH 10:00-21:00"
1	"11:00-21:30; Su 12:00-21:30"
1	"Mo-Sa 11:30-23:00;Su 12:00-23:00"
1	"Mo-Th 08:00-17:00; Fr 08:00-16:00"
1	"Mo-Fr 08:00-20:00; Sa,Su 11:00-19:30"
1	"Su-Tu 11:00-23:00; We-Sa 11:00-24:00"
1	"Tu-Sa 11:00 - 17:00; Su 12:00-16:00"
1	"Mo-Fr 07:15-16:00"
1	"Mo-We 11:00-23:00; Th 11:00-24:00; Fr,Sa 00:00-02:00,11:00-24:00; Su 00:00-02:00,11:00-23:00"
1	"Mo-Th 11:00-02:00; Fr-Sa 11:00-05:00; Su 16:00-0:00"
1	"Mo-Fr 10:00-17:00; Sa 10:00-15:00"
1	"Mo-Fr 10:00-23:00; Sa 12:00-23:00; Su 13:00-22:00"
1	"Mo-Fr 12:00-14:30,17:00-23:00; Sa,Su 14:30-23:00"
1	"Mo-Th 12:00-22:00, Fr-Su 12:00-23:00"
1	"05:30-23:00"
1	"9:00-19:00"
1	"Jan-Dec: Mo-Th, Su 11:00-03:00; Fr, Sa 11:00-04:00"
1	"Mo-Sa 10:30-23:00; Su 11:30-22:00"
1	"Mo-Fr 11:30-22:00; Sa 16:00-23:00; Su 16:00-22:00; PH 12:00-22:00"
1	"Mo-Sa 10:00-22:00;Su 11:00-22:00;We off"
1	"Mo-Fr 11:00-14:00,17:00-22:00; Sa 16:00-22:00; Su 12:00-22:00"
1	"Mo-We 10:00-23:30; Th 10:00-00:30; Fr-Sa 10:00-03:15; Su 11:00-23:30"
1	"Mo-Fr 10:30-22:00; Sa-Su 11:00-22:00"
1	"Mo-Su 19:30-22:00"
1	"Mo-Sa 11:30-14:30, 19:30-21:00"
1	"Mo-Sa 11:00-14:30,18:00-23:00 ; Su 18:00-23:00"
1	"Mo-Sa 08:30-21:00;Su 10:00-18:00"
1	"Mo-Fr 10:00-21:00; Su-Sa 10:00-22:00"
1	"Mo-Fr 11:30-20:30;Sa 11:30-20:00;Su 15:00-20:00"
1	"Mo off; Tu-Su 11:00-22:30"
1	"Tu-Fr 11:30-15:00,17:30-22:00; Sa 15:00-22:00; Su 12:00-22:00"
1	"Mo-Th 09:00-23:00; Fr 09:00-24:00; Sa 00:00-06:00,10:00-24:00; Su 00:00-06:00,10:00-22:00"
1	"Mo-Th, Su 12:00-22:30; Fr-Sa 12:00-23:00"
1	"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 13:00-24:00; Su 13:00-22:00"
1	"Mo-Fr 10:00-18:30; Sa 09:30-14:00"
1	"+1-403-239-6276"
1	"Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa Closed; Su 16:00-22:00"
1	"Mo-Fr 09:00-19:00; Sa-Su 11:00-18:00"
1	"das 06:00 as 19:30"
1	"Mo-Fr 11:00-14:00,17:00-22:30; Sa 17:00-23:00; Su,PH 15:00-22:30"
1	"Tu-Fr 11:30-22:00; Sa-Su 12:00-22:00"
1	"Mo-Fr 09:00-15:00,17:00-22:30; Sa 17:00-24:00"
1	"Mo-Fr 12:00-18:00; Sa 12:00-17:00"
1	"Mo-sa 11:00-21:00;su 12:00-21:00"
1	"Su-th 11:00-21:00; fr-sa 11:00-04:00"
1	"Tu-Th 13:30-16:00,20:00-00:00; Fr-Sa 13:30-16:00,20:00-00:30; Su 13:30-16:30,20:00-00:00"
1	"Mar-Oct: Tu-Fr 11:00-19:00"
1	"Mo-Fr 11:00-13:45,17:00-22:45"
1	"Mo-Fr 11:00-14:30,17:00-22:00; Sa 17:00-22:00; Su 14:00-22:00; Jan 6: 14:00-22:00"
1	"Mo,Su 08:00-24:00; Tu-Th 00:00-01:00,08:00-24:00; Fr 00:00-01:00,08:00+; Sa 08:00+"
1	"Mo-Su 24/7"
1	"Mo-Sa 07:00-23:00;Su 08:00-21:00"
1	"Jun 28-Aug 10"
1	"Tu 09:00-18:00"
1	"Weekday mornings"
1	"Mo-Sa 11:00-20:00;Su 11:00-19:00"
1	"Su-Th 12:00-21:00;Fr-Sa 11:30-22:00"
1	"Mo-Fr 10:00-24:00; Sa-Su 01:00-24:00"
1	"Mo-Th 11:00-21:30; Fr-Sa 11:00-22:00"
1	"Mo-Fr 10:30-21:30; Sa-Su 11:00-21:00"
1	"Mo-Sa 09:00-17:30"
1	"Tu 12:00-20:00"
1	"Mo-Fr 10:30-20:00, Sa 11:00-19:00"
1	"Mo-Fr 11:00-14:30,17:00-22:00;Sa,Su 11:00-22:00"
1	"Mon-Sat 12pm-12am, Sunday 2pm-12am"
1	"Mon-Sun: 5:00 AM - 11:00 PM"
1	"Mon Ã¢â‚¬â€œ Tues: 11:00 am - 8:00 pm Wed Ã¢â‚¬â€œ Thurs: 11:00 am - 9:00 pm Fri Ã¢â‚¬â€œ Sat: 11:00 am - 10:00 pm Sun: 12:00 pm - 8:00 pm"
1	"Mon 11:00 am - 11:00 pm Tue 11:00 am - 11:00 pm Wed 11:00 am - 11:00 pm Thu 11:00 am - 11:00 pm Fri 11:00 am - 11:00 pm Sat 11:00 am - 11:00 pm Sun 11:00 am - 11:00 pm"
1	"Th 12:00-14:00;Th 18:00-22:00;Fr 18:00-22:00;Sa 18:00-22:00;Su 18:00-22:00;"
1	"Mo-Sa 10:00-20:00; Su 10:00-18:00"
1	"Mo-Sa 10:00-20:00;Su 11:00-20:00"
1	"Mo-Th 12:00-01:00, Fr 12:00-02:00, Sa 12:00-02:00, Su 14:30-01:00"
1	"Sunday 9:00 AM - 9:00 PM Monday 7:00 AM - 10:00 PM Tuesday 7:00 AM - 10:00 PM Wednesday 7:00 AM - 10:00 PM Thursday 7:00 AM - 10:00 PM Friday 7:00 AM - 10:00 PM Saturday 8:00 AM - 10:00 PM"
1	"Mo 11:00-00:00;Tu-Sa 11:00-01:00;Su 11:00-00:00"
1	"Mo-Sa 10:00-14:00,16:30-22:00; Su 16:30-22:00"
1	"Tu-Su 10:30-21:00"
1	"09:00-14:00"
1	"Mo-Th 12:00-24:00; Fr,Sa 12:00-23:00; Su 18:00-22:00"
1	"10:30-14:30,18:00-22:00"
1	"Mo-Fr 05:00-18:00; Sa 06:00-16:00"
1	"Mo-Th 0:00-4:00,7:00-24:00;Fr-Su 0:00-24:00"
1	"10:30 - 17:30 April bis Oktober"
1	"Th,Sa 11:00-20:00"
1	"Sun - Fri: 17:00 to 24:00 Sat: 17:00 to 00:30"
1	"Mo-Fr 11:00-14:00,17:00-23:00;Sa-Su 17:00-23:00;PH 17:00-23:00"
1	"Mo-Th 07:00-21:00;Fr 07:00-19:00;Sa 07:00-11:00"
1	"Mo-Su 10:30-14:30,17:30-23:00"
1	"Mo-Th 10:00-21:00;Fr-Sa 10:00-22:00;Su 10:00-20:00"
1	"Tu-Th 16:00-22:00;Fr-Sa 16:00-24:00"
1	"Mo-Su 10:00-23:15"
1	"Mo-Th 10:00-22:00;Fr-Sa 10:00-04:00"
1	"Mo-Sa 12:00-15:30"
1	"Mo-Fr 07:00-23:00, Sa 09:00-23:00, Su 09:00-21:00"
1	"Mo-Fr 08:00-19:00;Sa 08:00-13:00"
1	"Mo-Fr 10:30-21:00;Sa 11:00-15:00;PH off"
1	"Mo-Th 09:30-20:30; Fr-Sa 09:30-22:00; Su 11:00-20:30"
1	"Mo-Fr 07:00-10:00, 11:00-14:00, 17:00-20:00"
1	"22:00+"
1	"Tu-Th 11:30-14:00, 18:00-24:00;Fr-Sa 11:30-14:00, 18:00-01:00;Su 18:00-24:00;Mo off"
1	"Tu-Th 11:00-14:00,17:00-22:30;Fr-Sa 11:00-14:00,17:00-22:45;Su 17:00-22:00;Mo off"
1	"Mo-Th 07:00-21:00;Fr 07:00-20:00;Sa,Su 10:30-14:00, 17:00-20:00"
1	"Mo-Th 07:00-21:00; Fr 07:00-20:00; Sa,Su 10:30-14:00, 17:00-20:00"
1	"Su-Sa 10:00-22:00"
1	"Mo 16:30-21:00; Tu-Th 11:45-14:00,16:30-21:00; Fr-Sa 11:45-14:00,16:30-21:30"
1	"Mo-Fr 09:30-21:00; Sa 10:30-18:00"
1	"Tu-Fr 11:00-15:00, 17:00-22:00;Sa-Su 12:00-22:00"
1	"Mo-Su 18:00-22:00 ""Lieferservice"""
1	"We-Su 10:00-02:00"
1	"Mo-Fr 00:00-01:00,06:00-24:00; Sa,Su 00:00-03:00,09:00-24:00"
1	"Mo-Fr 11:00-16:30; Sa-Su off"
1	"http://www.grillstubezurb64-warendorf.de/?%D6ffnungszeiten"
1	"Mo-Fr 9:30-19:00;Sa 9:30-13:30"
1	"Mo-Th 11:00-21:00; Fr,Sa 11:00-22:00"
1	"Mo-Th 12:00-21:00; Fr-Sa 12:00-00:30;Su closed"
1	"12h00-14h00  et 18h30-21h00"
1	"11:00-15:00,18:00-22:00"
1	"19:00 as 0:00"
1	"Th-Mo 11:30-14:00,17:00-22:00; Tu-We off"
1	"Mo-We 10:00-00:00;Th-Sa 10:00-02:00;Su 10:00-00:00"
1	"Mo-Su 9:00-00:00"
1	"Mo-Th 09:00-23:00;Fr 09:00-05:00;Sa 10:00-05:00;Su 12:00-21:00"
1	"mo 07:30-17:00;tu-fr 07:30-18:00;sa 08:00-17:00;su 09:00-17:30"
1	"Mo-Su 06:00-23:30"
1	"Su-Th 17:00-00:30, Fr-Sa 17:00-01:30"
1	"Mo-Sa 11:00-22:00; Su 12:30-21:00"
1	"Su-We 12:30-23:00;Th-Sa 12:30-00"
1	"Mo-We 11:00-22:00, Th-Fr 11:00-06:00, Sa 13:00-06:00, Su 13:00-22:00"
1	"Su-Th  11:00-23:00; Fr-Sa 11:00-00:00"
1	"Tu - Su"
1	"We-Su 11:30-13:30,17:00-22:00;Mo-Tu off"
1	"-22 Uhr"
1	"Mo-Fr 06:30-19:00;Sa-Su,PH 08:00-18:00"
1	"Mo-Th 09:00-23:00; Fr, Sa 09:00-02:00"
1	"Mo-Fr 07:00-23:00; Sa 07:00-02:00; Su 15:00-23:00"
1	"Sunday - Thursday: 10:30 AM to 09:00 PM Friday - Saturday: 10:30 AM to 10:00 PM"
1	"Mo-Sa 11:00-23:00; Su 12:00-21:00"
1	"Mo-Fr 11:00-14:30,17:00-22:30;Sa 17:00-22:30;Su,PH 12:00-22:30"
1	"mo-su 12:00-06:00"
1	"Su-Th 7:00-2:00;Fr-Sa 7:00-4:00"
1	"mo-sa 11:00-22:00;su 12:00-22:00"
1	"1000 - 2200"
1	"Su 1000-2200;Mo-Th 1000-2300;Fr-Sa 1000-0000"
1	"Su-Sa 1000-0040"
1	"Mo-Fr 07:00-19:00; Sa 07:00-16:00"
1	"Tu-Fr 08:00-13:00,16:00-18:00; Sa 07:30-10:00"
1	"Mo-Th 11:00-22:00;Fr-Sa 11:00-01:00;Su 12:00-21:00"
1	"Mo-Sa 11:00-14:00,17:00-22:00; Su 17:00-22:00"
1	"Mo-Fr 10:00-24:00; Sa 00:00-02:00,10:00-24:00; Su 00:00-02:00,11:00-22:00"
1	"Mo-Sa 06:30-19:30"
1	"Mo off, Tu-Th 11:00-22:00; Fr-Sa 11:00-00:00; Su 11:00-22:00"
1	"Mo-We 16:00-22:00;Th-Sa 16:00-24:00"
1	"Mo-Fr 08:00-22:00;Sa-Su 08:00-22:30"
1	"Mo-Fr 11:30-14:00,16:30-21:15; Sa 11:30-21:15"
1	"00:00-24:00 open ""drive-through"""
1	"Mo-Sa 10:00-20:00; Su 12:00-20:00"
1	"Su-Th 11:00-02:00; Fr,Sa 11:00-03:00"
1	"Mo-Fr 07:00-22:00;Sa-Su 10:00-22:00"
1	"Mo-Fr 06:15-16:30; Sa 10:00-13:30"
1	"11:30-13:15; Sa,Su,PH off"
1	"Mo-Fr 11:30-14:30, 17:00-2:00; Sa,Su 17:00-22:00; PH 17:00+"
1	"Daily: 10:00-00:00"
1	"Mo-Su 11:30-14:30, 17:00-22:00; Tu off"
1	"Mo-We 11:00-18:00, Th 11:00-19:00, Fr 11:00-18:00, Sa 11:00-16:00;Su off"
1	"11am-6pm May-Oct"
1	"Mo-Sa 11:00-23:00;Su 16:00-23:00"
1	"11:00-2:00"
1	"Mo-Su 00:00-01:00,06:00-24:00"
1	"Mo-Th 9:00-22:00, Fr 9:00-2:00, Sa 11:00-2:00"
1	"Mo-Fr 11:00-19:30;Sa off;Su 13:00-19:00"
1	"Mo-Sa 11:00-14:00, Mo-Sa 19:00-22:30; Su 19:00-22:30"
1	"Mo-Th 07:00-19:00; Fr 07:00-21:00; Sa 08:00-14:00"
1	"Tu-Fr 11:00-14:00,18:00-22:00; Sa 11:00-14:00,18:00-22:30; Su 18:00-22:30"
1	"Mo-Th,Su 06:00-01:00, Fr-Sa 06:00-04:00"
1	"We-Su 11:00-21:00"
1	"Tu-Sa 11:00-13:30, 17:00-21:30, Su 17:00-21:30, Mo off"
1	"Mo-Th 09:00-22:00; Fr,Sa 09:00-24:00; Su 11:00-22:00"
1	"Mo-Sa 11:30-22:00;Su 12:00-22:00"
1	"Mo-Su 20:00-05:00"
1	"Th-Sa 21:00-07:00"
1	"07H30-16H00"
1	"Mo-Fr 09:15-09:35, 12:00-13:30; SH off"
1	"Tu-Th 09:30-20:00; Fr 09:30-20:30; Sa 11:30-20:00; So 16:00-20:00"
1	"Tu-Sa 07:30-13:00,15:30-19:30; Su 08:00-13:00"
1	"11:00-19:45"
1	"Mo,Tu,Th 11:00-23:00;We 11:00-18:00;Fr,Sa 11:00-00:00;Su 11:30-22:30"
1	"Mo-Th 10:30-22:00; Fr 10:30-24:00; Sa 00:00-03:00,12:00-24:00; Su 00:00-03:00,12:00-22:00"
1	"Mo off; Tu-Su 07:00-22:00"
1	"Mo-Fr 07:00-17:00; Sa-Su off"
1	"Jun-Oct: Mo-Sa 11:00-22:30; 12:00-22:30; Nov-May: Mo-Sa 11:00-22:00; PH 12:00-22:00"
1	"Mo-Th 08:00-18:30; Fr 08:00-17:00"
1	"Mo-Fr 08:00-20:00; Sa: 09:00-18:00; Su off"
1	"Mo-Fr 12:00-21:30;Sa 11:00-22:30;Su 12:00-22:00"
1	"Mo- Fr 8:00-16:00"
1	"Tu-Sa 12:30-15:30,19:00-24:00; Su 19:00-24:00"
1	"Mo-Fr 08:30-19:00;Sa 08:00-18:00"
1	"12 - 9 (Mon - Thurs) 12 - 9:30 (Fri - Sun)"
1	"6 AM - 4 PM (Mon - Sun)"
1	"Mo-Sa 10:00-22:00; Su 10:30-21:00"
1	"Fr 11:30-14:00, Sa 11:00-13:00"
1	"10h - 14h"
1	"Mo 11:00-22:00;Tu-We 11:00-03:00;Th-Sa 11:00-04:00;Su 11:00-03:00"
1	"Mo-We 16:30-00:00, Th 16:30-22:30; Fr 17:30-22:30; Sa-Su 18:00-22:30"
1	"Tu-Sa 12:00-22:00"
1	"Mo-Fr 10:30-12:30;Sa 11:30-12:30"
1	"Mo-Fr 09:00-21:00; Sa 10:00-21:00; Su 11:00-21:00; PH 11:00-21:00"
1	"Mo-Sa 12:00-22:00; Su,PH 14:00-22:00"
1	"Tu-Sa 11:30-14:30,18:00-22:00; Su 18:00-22:00"
1	"Tu-Su 11:30-21:00"
1	"Mo-Fr 10:00-22:00; PH,Sa,Su 12:00-22:00"
1	"Mo-Fr 06:00-18:30; Sa 06:00-14:00"
1	"Mo-Fr 11:00-20:00; Sa 11:00-16:00; Su 12:00-16:00"
1	"Mo-Fr 07:00-18:00; Sa 08:00 -15:00"
1	"Mo-Fr 17:00-22:30; Sa,Su 16:00-23:00"
1	"Tu-Fr 11:30-14:30,18:30-22:00; Sa-Su 18:30-22:00"
1	"Tu-Fr 11:00-13:30,17:00-21:00; Sa 17:00-22:00"
1	"Tu,Su 19:00-01:00"
1	"Mo-Fr 11:00-22:00; Sa,Su,PH 10:00-22:00"
1	"Mon - Sat 11am-9pm, Sun 11am - 8pm"
1	"Mo,Tu,Th 11:00-13:30,17:30-22:00; Fr,Sa 11:00-13:30,17:30-22:30; Su 11:00-13:30,17:00-21:30; We off"
1	"Su-We 10:00-24:00;Th-Sa 10:00-01:00"
1	"Mo-Fr 07:30-21:00; Sa 09:00-21:00; Su 10:00-20:00"
1	"Nd  12:00 - 21:00"
1	"Mo-Sa 11:00-14:30, 17:00-23:00; Su 15:00-23:00"
1	"Mo 07:00-14:00;Tu-Fr 07:00-18:00;Sa 07:00-13:00;Su, PH off"
1	"Pon - Sob godz. 11:00 - 21:00"
1	"Mo-Fr 11:30-14:30,17:00-22:00;Sa 12:30-22:00;Su 17:00-22:00"
1	"Mo-Fr 08:45-23:00; Sa 09:30-23:00; Su,PH 09:45-23:00"
1	"Mo-Fr 09:30-20:00; Sa 09:30-18:00"
1	"Mo-Th 08:30-24:00, Fr 08:30-02:00, Sa 09:30-02:00, Su 10:30-24:00"
1	"Mo-Th 10:30-21:30;Fr-Sa 10:30-22:00;Su 11:30-21:00"
1	"Mo-Fr 07:30-19:00;Sa 07:30-20:00"
1	"Tu 08:45-17:30"
1	"Mo-Fr 08:00-14:30"
1	"Mo-Fr 12:00-14:00, 16:30-23:00;Sa 12:00-23:00;Su 16:00-22:30"
1	"Mo-Su 11:00-5:00"
1	"Mo-Th 10:00-02:00; Fr-Sa 10:00-05:00; Su 10:00-23:00"
1	"Mo-Su 10:00-04:00"
1	"Mo-Fr 08:00-16:00;Sa 08:00-17:00;Su 10:00-16:00"
1	"Mo-Fr 16:00-24:00; Sa,Su 00:00-01:30,16:00-24:00"
1	"Mo,Tu 11:30-14:00,18:00-22:00; We-Su 11:30-14:00,18:00-22:30"
1	"Mo-Sa 11:00-22:00; Su,PH 13:00-21:00"
1	"Mo-Sa 11:00-20:30; Su, PH 11:30-20:30"
1	"Tu-Su 12:00-15:00, 17:30-22:00"
1	"Mo-Fr 07:30-15:30; Sa 10:30-15:30"
1	"Mo-Fr 11:00-14:00,17:00-23:00; Sa 16:00-23:00; Su 12:00-23:00"
1	"Mo-Sa 16:00-00:00;Sun 17:00-00:00"
1	"7:00 am - 11:59 pm"
1	"Su-Th 1100-2300, Fr-Sa 1100-2400"
1	"Mo-Fr 06:00-20:30; Sa 06:00-15:00"
1	"Mo-Th 06:00-15:00; Fr,Sa 06:00-18:00"
1	"Fr,Sa 10:00-21:30"
1	"Tu-Fr 11:00-14:30,17:00-22:00; Sa-Su 15:00-22:00"
1	"Su 16:00-21:00, Mo-Th 16:00-23:00, Fr-Sa 16:00-00:00"
1	"7am - 630pm"
1	"Mo-Su 08:00-18:00; Apr 10-15 off; Jun 08:00-14:00; Aug off; Dec 25 off"
1	"Mo-Th 11:00-21:00;Fr 11:00-22:00;Sa-Su 11:00-21:00"
1	"Mo-Sa 10:00-22:30; Su 16:00-22:00"
1	"Mo-Fr 10:00 - 19:00, Sa 10:00 - 14:00"
1	"08,00 -20,00"
1	"Mo-Sa 10:30-21:00, Su 12:00-21:00"
1	"Mo-Th 00:00-01:00,09:00-24:00; Fr,Sa 00:00-04:00,09:00-24:00; Su 10:00-24:00"
1	"Mo-Fr 11:30-22:00;Sa,Su 15:00-22:00"
1	"10h00 to 22h00"
1	"Mo-Sa 13:00-20:00"
1	"11:00-4:00"
1	"Th-Su 14:00-20:00"
1	"Mo-Su 12:00-15:00,18:30-22:30"
1	"Tu-We 16:30-20:30, Th 16:00-21:00, Fr 12:00-21:00, Sa 13:00-21:00, Su 16:00-20:30"
1	"Mo-Th 11:00-02:00, Fr-Sa 11:00-04:00, Su 11:00-02:00"
1	"Su-Th 11:00-23:00; Fr,Sa 11:00-24:00"
1	"Tu-Su 10:00 - 22:00"
1	"00-24"
1	"Mo-Th 10:30-21:30;Fr-Su 10:30-22:30"
1	"Mo-Su 11:00-06:00"
1	"10:30 am 11:30 pm"
1	"12:00-16:00,19:00-24:00"
1	"H-P 10-19 Szo-V 8-20"
1	"Mo-Th 07:00-22:00; Fr 07:00-23:00; Sa 08:00-23:00; Su 09:00-22:00"
1	"Mo-Su,PH 12:00-22:00; Dec 24,Dec 25,Dec 26,Dec 31,Jan 1 off"
1	"Mo-Fr 11:00-14:00,17:00-22:00, Sa,Su,PH 14:00-22:00"
1	"Mo-Fr 08:00-20:30; Sa,Su 09:00-19:00"
1	"Mo-We 16:00-20:00;Th-Fr 11:30-20:00;Sa 16:00-20:00"
1	"Mo 09:00-24:00; Tu 09:00-24:00; We 09:00-24:00; Th 09:00-24:00; Fr 09:00-02:00; Sa 09:00-02:00; Su 10:00-22:00"
1	"Mo-Fr 06:30-18:00;Sa 06:00-14:00;Su 07:00-12:00"
1	"Mo-Fr 09:30-20:00+"
1	"Mo off; Tu-Fr 11:00-14:30,17:00-23:00; Sa 17:00-23:00; Su 13:00-23:00"
1	"Mo-Fr 08:00-22:00; Sa 10:00-21:00; Su 11:00-21:00"
1	"Mo-Sa 11:30-14:00,17:00-23:00; Su 13:00-22:30"
1	"Su-Th 11:00-22:00;Fr 11:00-00:00;Sa 11:00-23:00"
1	"Mo-Fr 08:00-22:00;Sa 10:00-22:00"
1	"Mo-Fr 11:00-19:00;Sa-Su 11:00-18:00"
1	"Mo-Fr 09:00-19:00;Sa 08:00-14:00"
1	"00:00-23:59"
1	"11:00-23:59"
1	"10am-12am"
1	"10:00 am Ã¢â‚¬â€œ 9:00 pm"
1	"Mo-Fr 10:00-22:00; Sa,Su 11:00-21:00"
1	"Lunes, Martes, Jueves y Viernes de 6:00 pm a 10:00pm"
1	"Open until 3:00 AM"
1	"Mo-Fr 08:00-19:00; Sa,Su 08:00-17:00"
1	"Mo-Fr 11:30-14:30,17:00-22:00;Sa,Su 17:00-22:00"
1	"15:00-22:35"
1	"11:00-22:00;Tu off"
1	"12:00-15:00,18:30-24:00; Fr-Sa 12:00-15:00,18:30-02:00"
1	"Mo-Fr 10:00-22:00; Sa,PH 11:00-22:00"
1	"Mo-Fr 09:00-17:00;Sa 09:00-14:00"
1	"Mo-Fr 10:00-20:00; Sa,Su 08:00-20:00"
1	"Mo-Fr 09:00-02:00"
1	"Mon - Tue: 11:00 am - 4:00 pm, Wed - Fri: 11:00 am - 5:00 pm, Sat: 11:00 am - 3:00 pm"
1	"6:30AM-2AM"
1	"Mo-Sa 09:30-23:00;Su,Ph 10:00-23:00"
1	"Mo-Th 09:00-23:00;Fr-Sa 09:00-05:00;Su 10:00-23:00"
1	"Mo-Th 10:30-24:00; Fr-Sa 10:30-01:00; Su 10:30-12:00"
1	"Su-Th 1000-0200, Fr-Sa 1000-0300"
1	"Mo-Fr 07:00-21:00; Sa 12:30-21:00"
1	"13 - 20"
1	"Mo-Tu 12:00-14:30,18:00-21:30; We-Sa 12:00-14:30, 18:00-22:00; Su off"
1	"Mo-Tu 11:00-22:00, We-Th 11:00-24:00; Fr-Sa 11:00-01:00; Su 13:00-22:00"
1	"Mo-Th 07:00-21:00; Fr-Sa 07:00-22:00; Su 09:00-21:00"
1	"Mo-Sa 11:30-23:30; Su,PH 12:00-23:00"
1	"Mo-Th 09:00-13:00,14:30-18:30; Fr 09:00-13:00, 14:00-18:30; Sa 08:30-13:00; Su,PH closed"
1	"Monday - Sunday 8am - 3pm"
1	"domingo ÃƒÂ  quinta 19:00-01:00, sexta e sabado 19:00-04:00"
1	"We 10:00-18:00"
1	"11:00-17:00"
1	"Mo-Sa 08:00-23:00; Su 09:00-18:00"
1	"11:00 - 00:00"
1	"Mo-Su 21:00-04:00"
1	"Mo-Fr 07:00-18:00; Sa 10:00-17:00"
1	"Mo-Th 11:00-22:00;Fr 11:00-23:00;Sa,Su,PH 15:00-23:00"
1	"10-13 and 16-21"
1	"19:00 - 01:00Hs"
1	"Tu-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 12:00-21:00"
1	"Mo-Fr 11:00-22:00;Sa-Su 17:00-22:00"
1	"Dom-Dom 14:00-23:00"
1	"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00"
1	"Mo-Th 11:30-21:30; Fr-Sa 12:00-23:00"
1	"Mo-Th 11:00-14:30,16:30-22:30; Fr-Sa 11:00-14:30, 16:30-23:00; Su 11:30-23:00"
1	"Mo-Tu 11:30-14:30,17:30-00:00; We off; Th-Su 11:30-14:30,17:30-00:00"
1	"Mo-Th 11:30-22:30; Fr-Sa 11:30-00:00; Su 11:30-22:30"
1	"Th-Su 10:00-18:00"
1	"Su 00:00-04:00,16:00-23:59; Mo-Th 00:00-03:00,16:00-23:59; Fr 00:00-03:00,16:00-23:59; Sa 00:00-04:00,16:00-23:59"
1	"Mo-Su 08:30-21:30"
1	"Tu-Sa 11:30-23:00; Su 12:00-22:00"
1	"00.00-24.00"
1	"11:00 - 20:00"
1	"14Ã¥Â°ï¿½Ã¦â„¢â€š"
1	"Mo-Fr 10:00-22:15; Sa-Su 09:00-22:15"
1	"Mo-Su 13:15-16:15, 20:00-24:00"
1	"Mo-So 09:00-03:00"
1	"Mo-Sa10:00-21:00; Su 11:00-21:00"
1	"Mo-Su 12:00-22:00; Fr,Sa 12:00-24:00"
1	"Mo-We 11:00-15:30; Th-Sa 11:00- 00:00"
1	"Mo-Sa 06:00-14:00"
1	"Monday 10:30 am Ã¢â‚¬â€œ 12:00 am Tuesday 10:30 am Ã¢â‚¬â€œ 12:00 am Wednesday 10:30 am Ã¢â‚¬â€œ 12:00 am Thursday 10:30 am Ã¢â‚¬â€œ 12:00 am Friday 10:30 am Ã¢â‚¬â€œ 1:00 am Saturday 10:30 am Ã¢â‚¬â€œ 1:00 am Sunday 10:30 am Ã¢â‚¬â€œ 1:00 am"
1	"18H A 23H"
1	"Mo-Th 09:00-23:00; Fr, Sa 09:00-01:00; Su 09:00-22:00"
1	"Mo-Fr 07:30-15:30"
1	"Mo,Tu 09:00-23:00; We,Fr 09:00-02:00; Th 09:00-3:00; Sa 10:00-2:00; Su 10:00-23:00"
1	"Mo-Fr 8:00-23:00; Sa-Su 9:00-22:00"
1	"Su-Th,PH 11:30-23:30; Fr-Sa 11:30-00:00"
1	"Mo-Fr 11:00-20:00; Sa,Su 10:00-20:00"
1	"Mo-Fr 07:00-15:00; Sa 11:00-15:00"
1	"Mo-Sa 10:00-22:00; Su,PH 12:00-23:00"
1	"11h a 15h 18h a 1h"
1	"Tu-Th 11:00-14:00,17:00-23:00; Fr 11:00-14:00,17:00-23:55; Sa 17:00-23:00; Su,PH 16:15-22:30"
1	"11:00 AM to Close"
1	"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 16:00-22:00"
1	"Under Construction"
1	"Mo-Fr 05:30-17:00; Sa 06:00-16:00; Su 06:00-15:00"
1	"Su-Th 10:30-1:00; Fr-Sa 10:30-1:30"
1	"Su-Th 09:30-23:00; Fr 09:30-22:00; Sa 11:00-23:00"
1	"Mo-Fr 11:45-14:00"
1	"Mo-Fr 11:00-17:00; Sa 10:00-17:00; Su 11:00-17:00"
1	"opening_hours=11:00-22:00"
1	"Th-Su 19:00-23:30"
1	"Mo-Fr 10:00-20:00; Sa 18:00-03:00"
1	"10:30 am - 10:00 pm"
